,lon,lat,mcc,range,net,cell,averageSignal
149836,11.5557,48.1408,262,1000,1,44062720,-116
149837,11.5557,48.1408,262,1000,1,43691008,-81
149838,11.5557,48.1408,262,1000,1,27258116,-99
149839,11.5557,48.1408,262,1000,1,27258117,-114
149840,11.5557,48.1408,262,1000,1,29378564,-88
149841,11.5557,48.1408,262,1000,1,29378565,-71
149864,11.5569,48.1412,262,1000,1,30390284,-89
149865,11.5459,48.1423,262,1000,1,26523914,-98
150169,11.5469,48.1021,262,1000,1,27396872,-56
151106,11.689,48.2389,262,1000,1,30219016,-53
151107,11.6767,48.219,262,1296,1,34244352,-95
151108,11.6722,48.2111,262,1000,1,26759686,-104
151109,11.6679,48.2078,262,1000,1,44944128,-98
151110,11.6636,48.2045,262,1000,1,44944129,-60
151111,11.6474,48.1894,262,1121,1,34244608,-100
151112,11.6551,48.1981,262,1000,1,34053384,-90
151113,11.6508,48.1379,262,1000,1,43624192,-71
151114,11.6302,48.1354,262,1000,1,44447488,-77
151115,11.5354,48.1401,262,1000,1,26528770,-90
151116,11.5355,48.1408,262,1000,1,30347015,-80
151117,11.5601,48.1404,262,1000,1,48076290,-88
151118,11.4856,48.1648,262,1000,1,43860228,-94
151119,11.4892,48.1668,262,1000,1,43860229,-78
151120,11.5349,48.2036,262,1000,1,43640322,-82
151685,11.6946,48.0623,262,1000,1,30231811,-75
151686,11.6948,48.0624,262,1000,1,38053635,-105
151687,11.6967,48.0611,262,1000,1,44401669,-74
153054,11.5363,48.2408,262,1000,1,43847946,-77
153055,11.5302,48.225,262,1287,1,43847954,-84
153056,11.5485,48.226,262,1925,1,44567303,-89
153057,11.372,48.2196,262,1000,1,43777392,-62
153081,11.4561,48.2419,262,1000,1,44500992,-61
154058,11.4679,48.1473,262,1000,1,1137,-99
155950,11.543,48.176,262,1000,1,25987586,-86
155951,11.5459,48.1762,262,1000,1,27273486,-87
158551,11.4314,48.2043,262,1000,1,30086419,-77
158552,11.4543,48.204,262,1329,1,30086417,-88
158553,11.4633,48.208,262,1000,1,44216322,-84
158554,11.5374,48.2387,262,1000,1,43885320,-112
158555,11.5343,48.2439,262,1000,1,44564999,-111
161755,11.4679,48.1473,262,1000,1,1137,-83
161804,11.4679,48.1473,262,1000,1,1137,-89
162984,11.5456,48.1763,262,1000,1,48247808,-80
162985,11.526,48.0796,262,1000,1,43951617,-63
163555,11.4789,48.0878,262,1000,1,26101813,-83
163556,11.4789,48.0878,262,1000,1,26101803,-81
163557,11.4789,48.0878,262,1000,1,25621271,-88
163647,11.712,48.1782,262,1000,1,44393986,-68
163651,11.6857,48.2444,262,1000,1,37042946,-103
165809,11.5084,48.0947,262,1000,1,21771523,-86
166479,11.6057,48.227,262,2602,1,9641,-97
166480,11.445,48.2044,262,1000,1,28209,-65
166483,11.637,48.2166,262,2142,1,9640,-80
167543,11.4703,48.2097,262,1000,1,43896065,-80
167699,11.6298,48.2207,262,1000,1,39897605,-85
167700,11.6449,48.2116,262,1000,1,39897604,-79
167701,11.6713,48.1987,262,1000,1,32646404,-78
167702,11.6953,48.1933,262,1826,1,36716809,-87
167703,11.7189,48.1844,262,1032,1,36716808,-101
167704,11.7195,48.1566,262,1000,1,44401158,-62
167705,11.7088,48.1509,262,1000,1,43372032,-70
168057,11.3709,48.069,262,1000,1,37277442,-70
168058,11.3839,48.0671,262,1000,1,37277441,-55
168059,11.373,48.0683,262,1000,1,44001025,-77
168060,11.3788,48.0653,262,1000,1,44036610,-79
168061,11.3796,48.0671,262,1000,1,47166466,-81
168062,11.3813,48.0663,262,1000,1,43602948,-95
168063,11.3861,48.0677,262,1000,1,44001024,-90
168064,11.3931,48.0706,262,1000,1,30213121,-80
168065,11.3983,48.0719,262,1000,1,43602947,-93
168066,11.4206,48.0747,262,1569,1,32687105,-77
168067,11.4544,48.0858,262,1000,1,43979778,-75
168068,11.4711,48.0999,262,1000,1,30615299,-92
168069,11.4735,48.1027,262,1000,1,49166849,-90
168070,11.473,48.1089,262,1000,1,35215874,-85
168071,11.473,48.1089,262,1000,1,46105601,-89
168072,11.4756,48.1363,262,3054,1,35212805,-89
168073,11.4934,48.103,262,1649,1,46104064,-104
169613,11.4788,48.0878,262,1000,1,25801495,-78
169866,11.6125,48.1279,262,1000,1,43962368,-115
169867,11.6125,48.1285,262,1000,1,44211968,-87
169868,11.6153,48.1484,262,1277,1,45725698,-92
169869,11.6158,48.1514,262,1000,1,41111815,-78
169870,11.6128,48.1535,262,1000,1,43924742,-61
169871,11.6122,48.1539,262,1000,1,43924744,-51
169872,11.5993,48.1606,262,1000,1,47384836,-103
169873,11.5952,48.1749,262,1000,1,43577856,-115
169874,11.5923,48.1767,262,1000,1,43577858,-94
169875,11.5973,48.1804,262,1000,1,40901634,-79
169876,11.6002,48.1825,262,1000,1,27051272,-88
169877,11.6042,48.184,262,1000,1,38272515,-89
169878,11.6061,48.1845,262,1000,1,47420162,-63
169879,11.6116,48.1878,262,1000,1,47420160,-80
169880,11.6155,48.193,262,1000,1,43885829,-61
169881,11.6186,48.1994,262,1000,1,41042445,-77
169882,11.6184,48.1991,262,1000,1,43828227,-109
169883,11.6224,48.207,262,1000,1,41042444,-77
169884,11.625,48.2123,262,1000,1,35075592,-79
169885,11.6271,48.2165,262,1000,1,31102218,-78
169886,11.6292,48.2206,262,1000,1,31101954,-57
169887,11.6308,48.2238,262,1000,1,39897603,-101
170132,11.6354,48.2333,262,1227,1,30232587,-87
170381,11.4679,48.1473,262,1000,1,1137,-95
171785,11.5322,48.2249,262,1000,1,43890434,-77
174853,11.5559,48.1403,262,1000,1,26516746,-86
174854,11.6511,48.1315,262,1000,1,27001613,-81
174855,11.685,48.1211,262,1000,1,49709314,-58
174856,11.6826,48.1204,262,1000,1,49692930,-80
174857,11.694,48.1183,262,1000,1,49692928,-81
174945,11.4183,48.1381,262,1000,1,40105478,-85
174946,11.4166,48.1388,262,1000,1,44897792,-89
174948,11.4192,48.1378,262,1000,1,43053,-52
174949,11.4191,48.138,262,1000,1,29037,-57
174950,11.4188,48.1377,262,1000,1,40105474,-89
175089,11.5275,48.1406,262,1000,1,26509569,-54
175090,11.5593,48.141,262,1000,1,27768,-79
175091,11.5397,48.1424,262,1000,1,30350596,-102
175092,11.5337,48.1424,262,1000,1,36310535,-78
175093,11.4764,48.1467,262,1000,1,29138444,-69
175094,11.4646,48.1494,262,1000,1,29138446,-93
176054,11.6037,48.184,262,1000,1,6790,-79
176055,11.5953,48.1786,262,1000,1,6793,-64
176056,11.5379,48.1653,262,1000,1,36534,-75
176628,11.677,48.0684,262,1000,1,44454404,-85
176629,11.6204,48.0622,262,1875,1,43724033,-77
176631,11.6367,48.0618,262,1000,1,26759434,-95
176894,11.4492,48.1518,262,1000,1,32810248,-85
176895,11.4212,48.1553,262,1000,1,28072198,-59
176896,11.4168,48.1557,262,1000,1,28072199,-95
176897,11.4026,48.1588,262,8495,1,30058752,-87
177109,11.3723,48.1413,262,1000,1,37352970,-102
177110,11.3725,48.1269,262,1000,1,44993025,-57
178332,11.6613,48.0705,262,1000,1,44453632,-86
185814,11.549,48.2407,262,1000,1,44576772,-116
185815,11.5462,48.235,262,1000,1,44576773,-104
185816,11.5433,48.2284,262,1000,1,43885327,-83
185817,11.5418,48.2222,262,1000,1,43885321,-95
185818,11.4797,48.1579,262,1000,1,43641346,-79
185819,11.4834,48.1524,262,1000,1,45358600,-97
185820,11.5592,48.1409,262,1000,1,34243842,-51
185821,11.6048,48.1273,262,1000,1,29464840,-92
185822,11.6034,48.1266,262,1000,1,43605251,-86
185823,11.6122,48.1274,262,1000,1,27128334,-95
185824,11.5962,48.1639,262,1000,1,43870981,-56
185825,11.5975,48.1667,262,1000,1,27032843,-100
185826,11.5943,48.1754,262,1000,1,26510092,-112
186288,11.5458,48.1116,262,1000,1,47016704,-78
186596,11.5852,48.0964,262,5795,1,43744768,-54
186598,11.5412,48.1113,262,1627,1,34809600,-89
186599,11.5,48.1236,262,3258,1,45196544,-61
187316,11.3666,48.0705,262,1552,1,30213122,-78
190884,11.537,48.1521,262,1000,1,407,-93
190999,11.643,48.1008,262,1000,1,43923720,-88
191000,11.6463,48.1049,262,1000,1,44795911,-86
191001,11.6589,48.1041,262,1000,1,43918854,-95
191002,11.6589,48.1028,262,1000,1,43917064,-92
191003,11.6473,48.099,262,1000,1,46790401,-69
191004,11.6424,48.1009,262,1000,1,43923717,-110
193188,11.4347,48.1429,262,1000,1,47536909,-111
193189,11.5611,48.1395,262,1000,1,46154753,-89
193190,11.5611,48.1395,262,1000,1,46104834,-83
193191,11.5611,48.1395,262,1000,1,35212037,-83
193192,11.6163,48.1355,262,4118,1,35214344,-101
193193,11.5611,48.1395,262,1000,1,35214853,-88
193194,11.5611,48.1395,262,1000,1,35214854,-87
193195,11.6163,48.1355,262,4118,1,35214856,-109
193196,11.6163,48.1355,262,4118,1,52692,-67
193197,11.6163,48.1355,262,4120,1,35215109,-52
193198,11.67,48.1329,262,1000,1,44901382,-60
193199,11.6691,48.1355,262,1000,1,27001608,-51
193200,11.6686,48.1355,262,1000,1,44901384,-90
193201,11.5377,48.1429,262,1000,1,26528773,-98
193202,11.5328,48.1429,262,1000,1,30347016,-113
193203,11.5264,48.143,262,1000,1,26509575,-57
193204,11.523,48.1433,262,1000,1,26504711,-52
193205,11.5143,48.1435,262,1000,1,26508805,-83
193206,11.508,48.1442,262,1000,1,46620936,-70
193207,11.4492,48.1515,262,1000,1,30034194,-77
193208,11.4442,48.1487,262,1000,1,30034195,-89
193209,11.4358,48.1434,262,1000,1,47536897,-90
193210,11.4252,48.1421,262,1000,1,47536898,-81
193211,11.4171,48.1411,262,1000,1,26961671,-77
193212,11.4057,48.1392,262,1000,1,44897794,-99
193213,11.3951,48.1364,262,1000,1,43819274,-53
193214,11.392,48.1353,262,1000,1,43639042,-61
193215,11.3842,48.1322,262,1000,1,48308736,-83
193216,11.3746,48.1305,262,1000,1,48308737,-81
195294,11.537,48.1521,262,1000,1,407,-89
195932,11.5431,48.1054,262,4152,1,35215106,-83
195933,11.5247,48.102,262,1000,1,41096194,-93
195934,11.5248,48.1021,262,1000,1,41026818,-93
195935,11.5248,48.1022,262,1000,1,41026816,-54
196257,11.5182,48.1778,262,1000,1,45711375,-109
196258,11.5152,48.1793,262,1000,1,26529539,-73
196259,11.5034,48.1845,262,2729,1,45711362,-72
196260,11.5121,48.178,262,1000,1,43878656,-89
196261,11.4955,48.1946,262,1000,1,43881730,-81
197144,11.5886,48.1005,262,1000,1,43960165,-81
197145,11.5989,48.103,262,1000,1,43960164,-107
197663,11.5576,48.0955,262,1000,1,26926084,-82
199673,11.6107,48.1037,262,965,1,31301,-104
199674,11.6148,48.0948,262,1000,1,19911,-90
200006,11.5377,48.1626,262,1000,1,46541830,-55
200007,11.5377,48.1635,262,1000,1,26526725,-59
200008,11.5382,48.1689,262,1000,1,37615382,-120
200430,11.6176,48.0971,262,2426,1,19909,-67
200432,11.6216,48.0793,262,1000,1,27115271,-103
200434,11.6277,48.0713,262,1000,1,36782850,-86
200524,11.7166,48.067,262,1000,1,21250493441,-52
200536,11.6278,48.0829,262,1000,1,32639250,-89
200545,11.635,48.0767,262,1038,1,43627883,-95
200662,11.6413,48.2453,262,1000,1,30232586,-108
200663,11.6319,48.2266,262,1000,1,39897345,-92
200664,11.6336,48.2297,262,1000,1,47730946,-105
200665,11.6272,48.2169,262,1000,1,44896512,-99
200666,11.6219,48.2062,262,1000,1,41042447,-92
200667,11.6185,48.1994,262,1000,1,41042448,-94
200668,11.6149,48.1921,262,1000,1,27043082,-84
200669,11.6009,48.1831,262,1000,1,27051274,-83
200670,11.6159,48.1554,262,1000,1,30350856,-108
200671,11.6158,48.1495,262,1426,1,44891393,-107
200672,11.6158,48.145,262,1005,1,42575872,-86
200673,11.6156,48.1349,262,1000,1,44893697,-83
200674,11.6155,48.1312,262,1000,1,34803978,-94
200675,11.6123,48.1276,262,1000,1,26522118,-112
200676,11.6127,48.1264,262,1000,1,44211969,-95
200739,11.6674,48.1732,262,1828,1,46620160,-96
200740,11.6555,48.1759,262,1000,1,30234627,-111
200741,11.66,48.1735,262,1000,1,47419138,-79
200742,11.6613,48.1726,262,1000,1,43371777,-83
200743,11.6608,48.1727,262,1000,1,34053392,-89
200744,11.6645,48.1732,262,1000,1,40260096,-90
200745,11.6615,48.1704,262,1000,1,46810624,-89
200746,11.6639,48.1702,262,1000,1,44401154,-86
200747,11.6525,48.1698,262,1000,1,46810626,-81
200748,11.6184,48.1571,262,1000,1,44891394,-93
200762,11.6294,48.2215,262,1000,1,30232581,-55
200763,11.6211,48.2049,262,1000,1,35075590,-58
200764,11.6174,48.1975,262,1000,1,43828230,-102
200765,11.6,48.1825,262,1000,1,38272780,-120
200766,11.5955,48.1743,262,1000,1,26510086,-89
200767,11.6137,48.1275,262,1000,1,34803976,-87
200768,11.6131,48.1244,262,1000,1,47176705,-90
200769,11.6143,48.1214,262,1000,1,43987458,-95
200770,11.6203,48.1202,262,1000,1,43987456,-56
200771,11.6263,48.1196,262,1000,1,43958539,-85
200772,11.6312,48.1185,262,1000,1,43958537,-83
200773,11.6344,48.118,262,1000,1,47441668,-84
200774,11.6416,48.1162,262,1000,1,47441664,-113
200775,11.6467,48.1094,262,1000,1,44795912,-120
200776,11.6461,48.1041,262,1000,1,46790408,-102
200777,11.6411,48.104,262,1000,1,35868674,-81
200778,11.6447,48.1011,262,1000,1,43923715,-88
200779,11.6448,48.101,262,1000,1,35868673,-77
200780,11.6447,48.1011,262,1000,1,46790405,-69
200781,11.6331,48.1059,262,1000,1,27135239,-82
200782,11.6249,48.1059,262,1000,1,48695553,-88
200783,11.6158,48.1067,262,1000,1,48457743,-112
200784,11.615,48.1103,262,1000,1,30086151,-75
200785,11.6131,48.1155,262,1000,1,30086152,-99
200786,11.6082,48.1195,262,1000,1,30349574,-105
200787,11.5986,48.1258,262,1000,1,43581184,-52
200788,11.5977,48.1262,262,1000,1,43957761,-86
200789,11.5974,48.1341,262,1000,1,27169032,-102
200790,11.5784,48.1395,262,1000,1,30217985,-82
200791,11.5985,48.1406,262,1000,1,43932424,-80
200792,11.5978,48.1415,262,1000,1,43938312,-81
200793,11.5963,48.1421,262,1000,1,25988361,-99
200794,11.5952,48.1418,262,1000,1,25985646,-85
200795,11.5937,48.1421,262,1000,1,46790144,-66
200796,11.5894,48.143,262,1000,1,46790146,-101
200797,11.585,48.144,262,1000,1,43561219,-117
200798,11.582,48.1447,262,1000,1,43561220,-82
200799,11.5838,48.1558,262,1000,1,43876357,-107
200800,11.5858,48.1743,262,1000,1,45122560,-73
200801,11.5855,48.1773,262,1000,1,47384834,-114
200802,11.5852,48.1796,262,1000,1,33976577,-64
200803,11.5848,48.1849,262,1000,1,26513665,-69
200804,11.5862,48.1923,262,1000,1,45568262,-95
200805,11.588,48.1927,262,1000,1,30066696,-56
200806,11.59,48.1927,262,1000,1,30066702,-78
200807,11.5982,48.1932,262,1000,1,30066700,-82
200808,11.6054,48.1982,262,1000,1,45918992,-89
200809,11.6111,48.1997,262,1000,1,47392260,-92
201048,11.5997,48.1758,262,1000,1,46810881,-84
201049,11.6299,48.2051,262,1000,1,41042453,-92
201050,11.6342,48.2107,262,1000,1,39897348,-74
201305,11.646,48.082,262,1000,1,48954113,-93
201307,11.6544,48.0778,262,1000,1,44395777,-90
201308,11.6831,48.0745,262,1000,1,30212359,-102
201422,11.4309,48.1426,262,1000,1,47536910,-108
201423,11.5779,48.136,262,1000,1,31088905,-92
201520,11.4366,48.2464,262,1000,1,44322562,-81
201583,11.5106,48.1699,262,1000,1,43830272,-96
201584,11.4711,48.1647,262,1000,1,45917442,-70
201585,11.4688,48.1648,262,1000,1,45116928,-97
201586,11.4457,48.1622,262,1000,1,43898880,-87
201587,11.4589,48.1455,262,1000,1,43883521,-58
201588,11.4575,48.1433,262,1000,1,44793858,-120
201589,11.4594,48.1386,262,1000,1,44793857,-100
201590,11.4724,48.1301,262,1000,1,37430024,-88
201591,11.4728,48.1297,262,1000,1,27049736,-82
201592,11.4742,48.1284,262,1000,1,43825922,-111
201593,11.4772,48.1257,262,1000,1,43825921,-82
201594,11.4744,48.1122,262,1000,1,37361409,-92
201846,11.5481,48.1713,262,1000,1,48257536,-88
201847,11.5396,48.1648,262,1000,1,43870464,-93
201848,11.5407,48.1616,262,1000,1,43008770,-71
203339,11.5399,48.1642,262,1000,1,43870470,-99
203541,11.6323,48.079,262,1000,1,30322952,-80
203542,11.6321,48.0789,262,1000,1,25946134,-105
203543,11.6383,48.0801,262,1000,1,48953858,-63
203814,11.5996,48.1188,262,1000,1,43932162,-52
203815,11.5974,48.1193,262,1000,1,47827712,-92
204468,11.3969,48.1367,262,1000,1,43819280,-83
204470,11.5672,48.1391,262,1000,1,34242817,-95
204471,11.5674,48.1403,262,1000,1,45564420,-71
204472,11.5673,48.1402,262,1000,1,25986315,-57
204473,11.572,48.1415,262,1000,1,26507365,-87
204474,11.5725,48.1439,262,1000,1,26507366,-77
204475,11.5746,48.143,262,1000,1,26507364,-80
204476,11.5749,48.143,262,1000,1,43629056,-77
204477,11.5585,48.1414,262,1000,1,47119362,-63
204478,11.5322,48.1429,262,1000,1,48883202,-82
205346,11.4679,48.1473,262,1000,1,1137,-119
205671,11.4376,48.1927,262,1000,1,30086412,-109
205672,11.5351,48.2425,262,1000,1,43885329,-77
205826,11.3612,48.1284,262,1000,1,43952392,-103
205827,11.366,48.1291,262,1000,1,43773706,-79
205828,11.3724,48.1302,262,1000,1,44993032,-103
205829,11.3801,48.1314,262,1000,1,44993030,-88
207234,11.5924,48.0714,262,3166,1,43739905,-93
207235,11.5919,48.0733,262,2415,1,43781120,-87
207236,11.5919,48.0729,262,2444,1,43739906,-96
207237,11.5892,48.093,262,1000,1,43781122,-89
207238,11.5859,48.0985,262,1000,1,32639234,-100
207239,11.5891,48.0932,262,1000,1,43781121,-103
207240,11.5844,48.1009,262,1000,1,43744769,-88
207241,11.5826,48.1037,262,1000,1,44806401,-84
207242,11.5838,48.1016,262,1000,1,44806400,-70
207243,11.5796,48.1062,262,1000,1,43933952,-90
207244,11.5827,48.1034,262,1000,1,44806400,-60
207245,11.5785,48.1075,262,1000,1,40019970,-74
207246,11.5686,48.1106,262,2050,1,43933954,-96
207247,11.569,48.1117,262,2290,1,26530560,-84
207248,11.5481,48.1113,262,1995,1,43950592,-56
207249,11.5473,48.1116,262,1899,1,34809601,-79
207250,11.5526,48.1119,262,2286,1,43950594,-119
207251,11.5361,48.1128,262,1700,1,43892736,-101
207252,11.5293,48.1162,262,2142,1,47016704,-52
207253,11.5087,48.1219,262,2557,1,45196545,-84
207254,11.5241,48.1167,262,1383,1,43862016,-60
207255,11.5222,48.1194,262,1319,1,42163714,-90
207256,11.4822,48.1248,262,3291,1,43818496,-81
207257,11.478,48.1252,262,3184,1,43818498,-78
207258,11.467,48.1255,262,3117,1,43871489,-79
208739,11.6453,48.1722,262,1000,1,34805507,-55
208752,11.6318,48.1353,262,1000,1,37872913,-85
208753,11.6307,48.1354,262,1000,1,37872904,-87
208754,11.5336,48.0826,262,1000,1,30044935,-95
208755,11.5255,48.0802,262,1001,1,43913993,-68
208756,11.5289,48.0809,262,1000,1,43951616,-77
208757,11.5249,48.0769,262,1000,1,43960834,-52
208866,11.5359,48.1462,262,1000,1,30350594,-120
208919,11.5866,48.1619,262,1000,1,35214085,-97
208920,11.5866,48.1619,262,1000,1,35214336,-83
208921,11.5866,48.1619,262,1000,1,35214341,-112
208922,11.5866,48.1619,262,1000,1,46104832,-118
208923,11.5866,48.1619,262,1000,1,35214342,-84
208924,11.5866,48.1619,262,1000,1,26505486,-88
208925,11.5467,48.1713,262,3139,1,41654287,-83
208926,11.5065,48.1805,262,1000,1,45711377,-88
209077,11.5268,48.1893,262,1000,1,46794768,-86
209465,11.4751,48.0848,262,1000,1,43935245,-80
209493,11.4808,48.0892,262,1000,1,45901825,-70
209519,11.4543,48.152,262,1000,1,43879436,-96
209520,11.4564,48.1516,262,1000,1,28083208,-101
209521,11.454,48.1521,262,1000,1,30034176,-86
209522,11.447,48.15,262,1000,1,43879430,-104
209523,11.4474,48.1508,262,1000,1,30034177,-100
209524,11.4417,48.1461,262,1000,1,43879431,-80
209525,11.4393,48.1441,262,1000,1,43893510,-85
209526,11.4363,48.1431,262,1000,1,43893511,-84
209527,11.4339,48.1428,262,1000,1,47498504,-84
209528,11.4294,48.1425,262,1000,1,47536916,-97
209529,11.4231,48.1418,262,1000,1,43847687,-85
209705,11.5438,48.1039,262,1000,1,46598658,-111
210293,11.5935,48.1555,262,1000,1,25985638,-104
210664,11.537,48.1521,262,1000,1,407,-87
211624,11.3802,48.0751,262,1000,1,44001026,-80
211625,11.3845,48.0775,262,1340,1,30213128,-56
211626,11.3917,48.0859,262,1000,1,30213126,-85
211627,11.3986,48.0914,262,1000,1,42037508,-108
211628,11.408,48.0994,262,1000,1,41718029,-99
211629,11.4219,48.1044,262,1000,1,41718022,-78
211630,11.4229,48.1154,262,1000,1,30085128,-88
211631,11.4249,48.1184,262,1000,1,43709707,-90
211632,11.4268,48.1216,262,1000,1,43993858,-105
211633,11.4288,48.1249,262,1000,1,47498512,-110
211634,11.4327,48.1313,262,1000,1,44009216,-83
211635,11.4359,48.1362,262,1000,1,47498497,-56
211636,11.5587,48.1375,262,1000,1,25986571,-92
211637,11.5586,48.1353,262,1000,1,25986570,-78
211638,11.5539,48.135,262,1000,1,26528514,-79
213338,11.5324,48.1651,262,1000,1,46541826,-53
214658,11.5011,48.0828,262,660,1,43913986,-80
214659,11.4492,48.0991,262,1000,1,30615301,-108
214660,11.4288,48.102,262,1000,1,43709706,-82
214691,11.6001,48.1309,262,1000,1,43950082,-104
214692,11.5794,48.1393,262,1000,1,44799746,-100
214693,11.5785,48.1394,262,1000,1,42501376,-103
214694,11.5776,48.1399,262,1000,1,43586818,-82
214695,11.5769,48.141,262,1000,1,30217984,-85
214696,11.5696,48.1452,262,1000,1,47119360,-94
214697,11.5704,48.1473,262,1000,1,36591366,-57
214698,11.5697,48.1457,262,1000,1,43492867,-87
214699,11.5683,48.1475,262,1000,1,36591372,-97
214700,11.5655,48.1483,262,1000,1,36591373,-81
215146,11.5041,48.0791,262,1000,1,43913985,-103
215147,11.5092,48.0774,262,1000,1,43913984,-70
215148,11.511,48.0771,262,1000,1,46882305,-100
215149,11.5181,48.0742,262,500,1,43933186,-58
215249,11.5319,48.1599,262,1000,1,32089858,-102
215250,11.5195,48.1621,262,1000,1,43830786,-72
215268,11.5331,48.1537,262,1000,1,32089856,-105
215269,11.5331,48.1534,262,1000,1,36146702,-67
215270,11.5312,48.1314,262,1000,1,43855362,-109
215271,11.5168,48.1145,262,1000,1,43842050,-57
215272,11.5229,48.106,262,1000,1,46789120,-79
215309,11.5411,48.1615,262,1000,1,43008781,-81
215310,11.543,48.16,262,1000,1,44444161,-88
215486,11.6145,48.0969,262,1000,1,48653056,-84
215487,11.6093,48.1094,262,1000,1,48457728,-58
215488,11.6055,48.1088,262,1000,1,48457729,-65
215627,11.5233,48.1629,262,1000,1,26507016,-80
215628,11.5239,48.163,262,1000,1,43563266,-79
215629,11.5247,48.1632,262,1000,1,27154694,-54
215769,11.6795,48.1967,262,2073,1,32646400,-79
215780,11.605,48.1312,262,1000,1,43950080,-72
215781,11.5791,48.1456,262,1000,1,43561221,-93
215782,11.5776,48.1464,262,1000,1,39177984,-70
215783,11.5724,48.1488,262,1000,1,45736961,-81
215784,11.5736,48.1509,262,1000,1,26515457,-82
215785,11.5631,48.1515,262,1000,1,34379780,-83
215786,11.5589,48.1517,262,1000,1,34808326,-109
215787,11.556,48.1526,262,1000,1,34808328,-85
215964,11.5894,48.1564,262,1000,1,43639555,-97
215965,11.5365,48.1183,262,1000,1,37990402,-71
215966,11.5373,48.122,262,1000,1,43896320,-78
215967,11.5316,48.142,262,1000,1,30347013,-86
215968,11.5357,48.1426,262,1000,1,30347011,-100
216289,11.6408,48.0822,262,1000,1,43627878,-79
216498,11.5382,48.1844,262,1000,1,27322631,-90
216929,11.5999,48.1282,262,1000,1,43957760,-77
216930,11.5566,48.1423,262,1000,1,43552515,-88
216931,11.558,48.145,262,1000,1,38604289,-117
216932,11.5505,48.1571,262,500,1,26526720,-89
216933,11.5475,48.1604,262,1000,1,44444160,-80
216934,11.548,48.1592,262,1000,1,26526722,-54
216935,11.5409,48.1636,262,1000,1,43008782,-118
217116,11.6456,48.2432,262,1000,1,44401413,-81
217123,11.6306,48.2477,262,1000,1,26732288,-68
217210,11.6182,48.0956,262,3053,1,43959297,-58
217211,11.6167,48.0981,262,2691,1,44484098,-105
217212,11.6135,48.1066,262,2566,1,44802306,-87
217214,11.6077,48.1153,262,1132,1,43914242,-78
217215,11.6016,48.1157,262,1000,1,42901261,-93
217216,11.6035,48.1157,262,1000,1,42901250,-51
217218,11.6022,48.1158,262,1000,1,43950850,-107
217219,11.5979,48.1149,262,1000,1,43958016,-102
217220,11.5981,48.115,262,1000,1,43932160,-101
217221,11.5942,48.1139,262,1000,1,43932161,-101
217223,11.5933,48.1137,262,1000,1,27171328,-97
217224,11.5929,48.1136,262,1000,1,27171329,-86
217225,11.5902,48.1129,262,1144,1,43931649,-82
217226,11.5867,48.1125,262,1344,1,43931648,-90
217228,11.5885,48.1124,262,1000,1,43934208,-89
217229,11.5684,48.1126,262,5677,1,43934210,-88
217230,11.586,48.1124,262,1000,1,47827713,-81
217231,11.5789,48.1116,262,1000,1,43961088,-93
217233,11.5739,48.1119,262,1283,1,43961089,-88
217234,11.5628,48.1114,262,1918,1,26530562,-79
217238,11.4798,48.1251,262,2703,1,43818498,-119
217240,11.3895,48.1202,262,3953,1,43771138,-119
217241,11.3604,48.111,262,3659,1,44009217,-97
217428,11.6046,48.1802,262,1000,1,46810880,-118
217429,11.5089,48.1668,262,1000,1,43821065,-88
217430,11.4933,48.1657,262,1000,1,30347271,-96
217431,11.4797,48.1642,262,1000,1,36309248,-120
217432,11.4784,48.1615,262,1000,1,45100801,-84
217433,11.4779,48.1531,262,1000,1,43641345,-82
217434,11.4781,48.1637,262,1000,1,45358596,-119
217435,11.4781,48.1637,262,1000,1,45358594,-72
217436,11.4781,48.1637,262,1000,1,35215112,-117
217528,11.6913,48.2406,262,1000,1,44398080,-105
217529,11.6883,48.2361,262,1000,1,44891650,-80
217530,11.6863,48.2337,262,1000,1,44399616,-96
217531,11.6894,48.2273,262,1000,1,44891648,-90
217532,11.6922,48.2156,262,1000,1,44891649,-110
217533,11.6905,48.2183,262,1000,1,44400384,-61
218836,11.5337,48.0963,262,1000,1,48845824,-90
218837,11.5302,48.0912,262,1000,1,48845825,-90
218838,11.5276,48.0776,262,1000,1,43960832,-103
218878,11.5459,48.1697,262,1000,1,27273479,-90
220163,11.4678,48.1909,262,1000,1,19914,-68
220164,11.4652,48.197,262,1000,1,21797,-108
220165,11.4624,48.2041,262,1000,1,28202,-74
220267,11.6356,48.0991,262,1000,1,45125889,-82
220268,11.6322,48.0998,262,1000,1,43627877,-89
220269,11.6302,48.1006,262,1000,1,42901248,-104
220270,11.6306,48.1007,262,1000,1,45125890,-90
220271,11.6244,48.1042,262,1000,1,42901260,-98
220272,11.6186,48.1099,262,1000,1,42901262,-53
220273,11.6145,48.1143,262,1000,1,43950849,-84
220274,11.6127,48.1153,262,1000,1,43950850,-98
220275,11.6032,48.1157,262,1000,1,43932161,-108
220276,11.5845,48.1373,262,1000,1,37669888,-109
220277,11.5818,48.1414,262,1000,1,25986050,-98
220278,11.5764,48.1428,262,1000,1,39177985,-86
220279,11.5431,48.1624,262,1000,1,43008780,-78
220282,11.4431,48.1482,262,1000,1,43879434,-99
220283,11.4436,48.1487,262,1000,1,43879433,-79
